city,county_name,state_name,short_url,day,lat,lng,search_url
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/gLxr,1874-12-31,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Grantsville,Tooele County,Utah,https://wilfordwoodruffpapers.org/p/gLxr,1874-12-31,40.6148,-112.4777,https://wilfordwoodruffpapers.org/places?search=Grantsville+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/9QpJ,1874-12-07,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/9QpJ,1874-12-07,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Mendon,Cache County,Utah,https://wilfordwoodruffpapers.org/p/9QpJ,1874-12-07,41.7102,-111.9776,https://wilfordwoodruffpapers.org/places?search=Mendon+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/86oj,1874-11-29,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/6RmO,1874-11-07,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Coalville,Summit County,Utah,https://wilfordwoodruffpapers.org/p/6RmO,1874-11-07,40.912,-111.413,https://wilfordwoodruffpapers.org/places?search=Coalville+Utah
West Jordan,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/4Rk7,1874-10-21,40.6024,-112.0008,https://wilfordwoodruffpapers.org/places?search=West+Jordan+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/32jA,1874-10-11,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/1rYZ,1874-09-27,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/YvQA,1874-09-23,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Xo7v,1874-09-20,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/Xo7v,1874-09-20,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/W7wE,1874-09-10,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/VP5z,1874-09-06,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
American Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/VP5z,1874-09-06,40.3792,-111.7952,https://wilfordwoodruffpapers.org/places?search=American+Fork+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/RoMV,1874-08-24,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Q0NG,1874-08-16,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/Q0NG,1874-08-16,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/PZMA,1874-08-09,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Sandy,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/PZMA,1874-08-09,40.571,-111.8505,https://wilfordwoodruffpapers.org/places?search=Sandy+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/OyER,1874-07-31,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/N9E2,1874-07-21,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Sandy,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/N9E2,1874-07-21,40.571,-111.8505,https://wilfordwoodruffpapers.org/places?search=Sandy+Utah
West Jordan,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/N9E2,1874-07-21,40.6024,-112.0008,https://wilfordwoodruffpapers.org/places?search=West+Jordan+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/MQEm,1874-07-11,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/KZYG,1874-06-26,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/KZYG,1874-06-26,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
New Britain,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/JqYK,1874-06-14,41.6758,-72.7862,https://wilfordwoodruffpapers.org/places?search=New+Britain+Connecticut
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/JqYK,1874-06-14,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/G5YK,1874-06-03,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Woodruff,Rich County,Utah,https://wilfordwoodruffpapers.org/p/G5YK,1874-06-03,41.5212,-111.1639,https://wilfordwoodruffpapers.org/places?search=Woodruff+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/G5YK,1874-06-03,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Laketown,Rich County,Utah,https://wilfordwoodruffpapers.org/p/G5YK,1874-06-03,41.8276,-111.3243,https://wilfordwoodruffpapers.org/places?search=Laketown+Utah
Bloomington,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/E9ZW,1874-05-24,42.1908,-111.4042,https://wilfordwoodruffpapers.org/places?search=Bloomington+Idaho
Paris,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/E9ZW,1874-05-24,42.2273,-111.4032,https://wilfordwoodruffpapers.org/places?search=Paris+Idaho
St. Charles,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/E9ZW,1874-05-24,42.1124,-111.3904,https://wilfordwoodruffpapers.org/places?search=St.+Charles+Idaho
Soda Springs,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/E9ZW,1874-05-24,42.659,-111.5878,https://wilfordwoodruffpapers.org/places?search=Soda+Springs+Idaho
Montpelier,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/E9ZW,1874-05-24,42.326,-111.2988,https://wilfordwoodruffpapers.org/places?search=Montpelier+Idaho
Bennington,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/E9ZW,1874-05-24,42.3823,-111.3219,https://wilfordwoodruffpapers.org/places?search=Bennington+Idaho
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/D9Y6,1874-05-16,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/D9Y6,1874-05-16,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Paris,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/D9Y6,1874-05-16,42.2273,-111.4032,https://wilfordwoodruffpapers.org/places?search=Paris+Idaho
St. Charles,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/D9Y6,1874-05-16,42.1124,-111.3904,https://wilfordwoodruffpapers.org/places?search=St.+Charles+Idaho
Laketown,Rich County,Utah,https://wilfordwoodruffpapers.org/p/D9Y6,1874-05-16,41.8276,-111.3243,https://wilfordwoodruffpapers.org/places?search=Laketown+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/YvMY,1874-05-09,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
New Britain,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/XoMV,1874-05-07,41.6758,-72.7862,https://wilfordwoodruffpapers.org/places?search=New+Britain+Connecticut
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/XoMV,1874-05-07,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/XoMV,1874-05-07,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/W78o,1874-05-03,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/W78o,1874-05-03,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/W78o,1874-05-03,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
American Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/W78o,1874-05-03,40.3792,-111.7952,https://wilfordwoodruffpapers.org/places?search=American+Fork+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/VPNo,1874-04-27,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/VPNo,1874-04-27,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Pleasant Grove,Utah County,Utah,https://wilfordwoodruffpapers.org/p/VPNo,1874-04-27,40.3716,-111.7412,https://wilfordwoodruffpapers.org/places?search=Pleasant+Grove+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/RoLw,1874-04-20,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Q0O5,1874-04-11,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/PZY6,1874-04-05,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/OyZE,1874-03-21,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/N988,1874-03-07,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Hyde Park,Cache County,Utah,https://wilfordwoodruffpapers.org/p/N988,1874-03-07,41.8008,-111.8119,https://wilfordwoodruffpapers.org/places?search=Hyde+Park+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/MQ91,1874-03-02,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/L8Pv,1874-02-22,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/KZ68,1874-02-14,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/JqPy,1874-01-16,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Pleasant Grove,Utah County,Utah,https://wilfordwoodruffpapers.org/p/JqPy,1874-01-16,40.3716,-111.7412,https://wilfordwoodruffpapers.org/places?search=Pleasant+Grove+Utah
Pleasant Grove,Utah County,Utah,https://wilfordwoodruffpapers.org/p/BLno,1873-12-31,40.3716,-111.7412,https://wilfordwoodruffpapers.org/places?search=Pleasant+Grove+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/AP1j,1873-12-26,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/zKX2,1873-12-14,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Grantsville,Tooele County,Utah,https://wilfordwoodruffpapers.org/p/zKX2,1873-12-14,40.6148,-112.4777,https://wilfordwoodruffpapers.org/places?search=Grantsville+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/yrXR,1873-11-29,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/yrXR,1873-11-29,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Farmington,Davis County,Utah,https://wilfordwoodruffpapers.org/p/xv1P,1873-11-16,40.9846,-111.9065,https://wilfordwoodruffpapers.org/places?search=Farmington+Utah
Bountiful,Davis County,Utah,https://wilfordwoodruffpapers.org/p/xv1P,1873-11-16,40.8722,-111.8647,https://wilfordwoodruffpapers.org/places?search=Bountiful+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/wmrX,1873-10-31,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/wmrX,1873-10-31,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Pleasant Grove,Utah County,Utah,https://wilfordwoodruffpapers.org/p/wmrX,1873-10-31,40.3716,-111.7412,https://wilfordwoodruffpapers.org/places?search=Pleasant+Grove+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/voZn,1873-10-14,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Pleasant Grove,Utah County,Utah,https://wilfordwoodruffpapers.org/p/voZn,1873-10-14,40.3716,-111.7412,https://wilfordwoodruffpapers.org/places?search=Pleasant+Grove+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/rR9L,1873-10-08,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/qYZy,1873-10-03,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/pQ2y,1873-09-26,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/oQyL,1873-09-19,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/oQyL,1873-09-19,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Woodruff,Rich County,Utah,https://wilfordwoodruffpapers.org/p/nrOp,1873-09-12,41.5212,-111.1639,https://wilfordwoodruffpapers.org/places?search=Woodruff+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/mQy3,1873-09-05,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
St. Charles,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/mQy3,1873-09-05,42.1124,-111.3904,https://wilfordwoodruffpapers.org/places?search=St.+Charles+Idaho
Laketown,Rich County,Utah,https://wilfordwoodruffpapers.org/p/mQy3,1873-09-05,41.8276,-111.3243,https://wilfordwoodruffpapers.org/places?search=Laketown+Utah
Bloomington,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/l571,1873-08-31,42.1908,-111.4042,https://wilfordwoodruffpapers.org/places?search=Bloomington+Idaho
Paris,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/l571,1873-08-31,42.2273,-111.4032,https://wilfordwoodruffpapers.org/places?search=Paris+Idaho
St. Charles,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/kZ7v,1873-08-27,42.1124,-111.3904,https://wilfordwoodruffpapers.org/places?search=St.+Charles+Idaho
Laketown,Rich County,Utah,https://wilfordwoodruffpapers.org/p/kZ7v,1873-08-27,41.8276,-111.3243,https://wilfordwoodruffpapers.org/places?search=Laketown+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/jq84,1873-08-24,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/jq84,1873-08-24,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/jq84,1873-08-24,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
American Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/jq84,1873-08-24,40.3792,-111.7952,https://wilfordwoodruffpapers.org/places?search=American+Fork+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/gL2j,1873-08-15,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/gL2j,1873-08-15,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
Granite,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/gL2j,1873-08-15,40.5711,-111.7959,https://wilfordwoodruffpapers.org/places?search=Granite+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/9Qgz,1873-08-06,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Tooele,Tooele County,Utah,https://wilfordwoodruffpapers.org/p/9Qgz,1873-08-06,40.5393,-112.3082,https://wilfordwoodruffpapers.org/places?search=Tooele+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/86Er,1873-07-23,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/86Er,1873-07-23,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/7LXB,1873-07-06,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/7LXB,1873-07-06,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/59LX,1873-06-27,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/59LX,1873-06-27,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Paris,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/59LX,1873-06-27,42.2273,-111.4032,https://wilfordwoodruffpapers.org/places?search=Paris+Idaho
Corinne,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/59LX,1873-06-27,41.5497,-112.1227,https://wilfordwoodruffpapers.org/places?search=Corinne+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/4RLJ,1873-06-22,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/4RLJ,1873-06-22,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Woodruff,Rich County,Utah,https://wilfordwoodruffpapers.org/p/4RLJ,1873-06-22,41.5212,-111.1639,https://wilfordwoodruffpapers.org/places?search=Woodruff+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/4RLJ,1873-06-22,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/32wp,1873-06-08,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/32wp,1873-06-08,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
Owenton,Owen County,Kentucky,https://wilfordwoodruffpapers.org/p/2vWA,1873-06-01,38.5386,-84.8409,https://wilfordwoodruffpapers.org/places?search=Owenton+Kentucky
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/2vWA,1873-06-01,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/2vWA,1873-06-01,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/1r4q,1873-05-27,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/1r4q,1873-05-27,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/1r4q,1873-05-27,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/ZV0g,1873-05-21,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/ZV0g,1873-05-21,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Yv5Y,1873-05-17,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Framingham,Middlesex County,Massachusetts,https://wilfordwoodruffpapers.org/p/Yv5Y,1873-05-17,42.3085,-71.4368,https://wilfordwoodruffpapers.org/places?search=Framingham+Massachusetts
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/Yv5Y,1873-05-17,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Amesville,Athens County,Ohio,https://wilfordwoodruffpapers.org/p/Yv5Y,1873-05-17,39.4016,-81.9549,https://wilfordwoodruffpapers.org/places?search=Amesville+Ohio
Northampton,Hampshire County,Massachusetts,https://wilfordwoodruffpapers.org/p/Yv5Y,1873-05-17,42.3266,-72.6745,https://wilfordwoodruffpapers.org/places?search=Northampton+Massachusetts
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Xo5V,1873-05-14,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/Xo5V,1873-05-14,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Farmington,Davis County,Utah,https://wilfordwoodruffpapers.org/p/Xo5V,1873-05-14,40.9846,-111.9065,https://wilfordwoodruffpapers.org/places?search=Farmington+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Ro1w,1873-05-04,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Q075,1873-05-04,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/N908,1873-04-07,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/L8Jv,1873-03-30,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/KZQ8,1873-03-09,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/KZQ8,1873-03-09,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/JqQy,1873-03-02,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/JqQy,1873-03-02,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/E9xl,1873-02-23,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/D98k,1873-02-16,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/BL6o,1873-02-05,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/BL6o,1873-02-05,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/BL6o,1873-02-05,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/BL6o,1873-02-05,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/APMj,1873-01-19,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/APMj,1873-01-19,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/APMj,1873-01-19,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/zK72,1873-01-09,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/xv2P,1857-12-31,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/xv2P,1857-12-31,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
